time,close,Volume,MA,MA,MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,ROC,OSC,Plot,P/S ratio,P/S ratio
2000-02-21,5.07,,4.757700000000001,4.874750000000001,,57.660588584558816,46.03187071242092,,,,,0.015525329209292959,-0.014945385792445087,-0.030470715001738046,3.2586558044806546,,,,
2000-02-28,5.13,,4.7796,4.884500000000001,,59.79093062414168,46.78991575556544,,,,,0.02923249921055416,0.006069909011454655,-0.023162590199099505,5.122950819672131,,,,
2000-03-06,5.16,,4.802600000000001,4.896,,60.8515838218189,47.802028895005776,,,,,0.0384171707303274,0.02485887321380975,-0.013558297516517652,9.322033898305094,,,,
2000-03-13,5.41,,4.828200000000001,4.916250000000001,,68.34521325991477,49.43811451272616,,,,,0.05823807769603974,0.059239299603532025,0.0010012219074922862,16.094420600858367,,,,
2000-03-20,5.47,,4.8548,4.93475,,69.83746397428789,51.61102202566745,,,,,0.07142843380072793,0.0902867641584022,0.018858330357674268,14.915966386554622,,,,
2000-03-27,5.75,,4.8825,4.9635,,75.61472000262094,54.33964935166967,,,,,0.09364851500857235,0.1359189741183897,0.04227045910981736,18.312757201646082,,,,
2000-04-03,5.9,,4.912000000000001,4.99125,,78.04121790865199,56.867969469057165,,,,,0.11185369939722398,0.18208758335634734,0.07023388395912336,23.68972746331239,,,,
2000-04-10,5.92,,4.9415000000000004,5.01975,,78.35054823326848,59.080093075207735,,,,,0.11803684488988846,0.21777994007148394,0.09974309518159548,25.15856236786468,,,,
2000-04-17,5.85,,4.969900000000001,5.04625,,74.40015078743326,61.260835468579465,,,,,0.1103480590147638,0.23767816895005023,0.12733010993528643,21.874999999999996,,,,
2000-04-24,5.88,,4.9969,5.074,,74.98232582814312,63.59049606027889,,,,,0.1004979349971229,0.25295252868169005,0.15245459368456715,20.73921971252566,,,,
2000-05-01,5.73,,5.022600000000001,5.10075,,66.80217241417826,65.08622881999223,,,,,0.07809325127171346,0.25007115777420896,0.1719779065024955,19.126819126819147,,,,
2000-05-08,5.78,,5.0478000000000005,5.1267499999999995,,68.05327331329526,66.43427475585645,,,,,0.06157964573382829,0.24895246366978085,0.18737281793595256,17.959183673469383,,,,
2000-05-15,5.89,,5.0739,5.1545000000000005,,70.67190207159,68.15749928214842,,,,,0.053312831724619564,0.254013857591727,0.20070102586710745,16.173570019723854,,,,
2000-05-22,6.18,,5.1029,5.186749999999999,,76.20866962030158,69.97219717458604,,,,,0.062013975688910705,0.27821849547824584,0.21620451978933514,20.46783625730994,,,,
2000-05-29,6.21,,5.1309000000000005,5.218749999999999,,76.69874142010299,71.33206523426777,,,,,0.06416024365512835,0.29640482435824556,0.2322445807031172,20.34883720930232,,,,
2000-06-05,6.12,,5.1583000000000006,5.246999999999999,,71.91294730609201,72.19792356869279,,,,,0.054281177589782514,0.30009605269034534,0.24581487510056282,13.123844731977819,,,,
2000-06-12,6.19,,5.1873000000000005,5.2764999999999995,,73.30798929054198,73.08766681645872,,,,,0.04746985051756103,0.3051521882475141,0.2576823377299531,13.162705667276063,,,,
2000-06-19,5.99,,5.214200000000001,5.299499999999999,,63.58980285008447,72.74799464432799,,,,,0.02559942121229658,0.2896816142453238,0.2640821930330272,4.173913043478264,,,,
2000-06-26,6.17,,5.242100000000001,5.322249999999999,,67.73540253712774,72.59784739881654,,,,,0.019629088405543504,0.2886185535399566,0.2689894651344131,4.57627118644067,,,,
2000-07-03,6.2,,5.2686,5.35075,,68.38155976595989,72.0811930961979,,,,,0.014320214523555586,0.2868897332888576,0.272569518765302,4.729729729729734,,,,
2000-07-10,6.06,,5.291399999999999,5.377249999999999,,62.12847764090106,70.94456879135855,,,,,-0.0011774112921695279,0.2710977546500901,0.27227516594225964,3.5897435897435894,,,,
2000-07-17,6.11,,5.311599999999999,5.406499999999999,,63.41519318638049,69.87775771658083,,,,,-0.010120698593306166,0.2596242927006269,0.2697449912939331,3.9115646258503474,,,,
2000-07-24,6.15,,5.324400000000001,5.436999999999999,,64.4556289892268,69.16743473099466,,,,,-0.015102141112604994,0.2508673149031768,0.2659694560157818,7.329842931937171,,,,
2000-07-31,6.38,,5.3346,5.468249999999999,,69.77784481170517,68.79568608696337,,,,,-0.0051794636682296336,0.25949512643049477,0.2646745900987244,10.380622837370236,,,,
2000-08-07,6.33,,5.3409,5.4975,,67.4146328633615,68.83943326190503,,,,,-0.0042924765430381595,0.2593089944199267,0.2636014709629649,7.470288624787783,,,,
2000-08-14,6.4,,5.347,5.528,,68.99767372078028,68.90689043386824,,,,,-0.0014474793098399608,0.2617921218256649,0.2632396011355049,3.559870550161823,,,,
2000-08-21,6.42,,5.3536,5.562249999999999,,69.45427443861786,68.81991703151309,,,,,-0.0007119628227431618,0.2623496476070759,0.26306161042981907,3.381642512077294,,,,
